,0,1,2,3,4,5
0,14.0,91.62227089872451,91.63347548999003,91.61828422770478,91.60566809780629,91.5986538857176
1,21.0,91.75284953303887,91.76694284260633,91.78877147842046,91.75945692360682,91.72719885631011
2,23.0,92.47126181411284,92.44595370203092,92.47924764111482,92.4579625648118,92.41754577030656
3,25.0,91.68325115209134,91.62745586348453,91.61743466791441,91.60470800132543,91.57362250494819
4,34.0,91.65791166121878,91.62498489826197,91.62562073915629,91.63175866659934,91.61814176880375
5,39.0,92.26029768342106,92.21196233798469,92.21081132566259,92.20820060053953,92.21737194232495
6,43.0,91.63006457618705,91.41969001980058,91.39906908644015,91.65981570046219,91.62688421793591
7,46.0,92.45908674860223,92.43926998869841,92.41679014411501,92.44333616513622,92.57141883914434
8,51.0,91.97020797381866,91.92462449265702,91.88902552397127,91.87625331009744,91.85939693965581
9,57.0,92.12423655046004,92.13396334766017,92.15590928419223,92.15233346891839,92.13947039056134
10,71.0,91.83975153307016,91.77512363046074,91.75579312935471,91.7806964734149,91.80325522776707
11,72.0,91.6979271116414,91.71529704077331,91.70377789782358,91.68845450137007,91.67709815437597
12,77.0,92.66813073467672,92.63116134214152,92.51803037023494,92.4426973317812,92.38257532823923
13,78.0,91.83693381136283,91.82942394837715,91.86760489013949,91.89253397447152,91.85784022670015
14,79.0,91.81467639684749,91.7880060724494,91.75121400169373,91.83153500477698,91.95346608435804
15,80.0,91.64816345170468,91.64288043274772,91.66447772100307,91.63403244845074,91.56457124707562
16,82.0,91.78265888707739,91.79258193190819,91.78725933854092,91.78106800645344,91.78477417407495
17,83.0,92.48792821104269,92.45888255911565,92.4826191202072,92.38532073522984,92.35582008535758
18,84.0,92.1995749811803,92.00194253166414,92.00467996603774,92.03433983277961,92.12737073148593
19,85.0,92.34730364770058,92.34804672701391,92.38883958058301,92.41535405956134,92.36848942875687
20,87.0,91.6496547250976,91.61445484793344,91.61424745878293,91.58123629062572,91.57754478717645
21,88.0,91.69236473204387,91.6461455845951,91.61869436017216,91.60354895307188,91.44062551782935
22,89.0,92.56547891159803,92.48374154181442,92.69186400118195,92.43066046304122,92.2315334473283
23,91.0,92.42786526270942,92.3621586742457,92.22689491197228,92.27829538882565,92.40789026349128
24,92.0,90.51509640562261,90.49811720652329,90.50071113027343,90.46110025261154,90.43855993039423
25,93.0,90.62425034263848,90.68798724037609,90.68448504500635,90.6072877042296,90.61439701810542
